ID_ARTICLE,ID_MODELE,ID_OPTION,MODELE,OPTION_PTT,COLORIS,POSITION,GRILLE,EAN
54178,237,8033,505C,BORNE,70,4,25,3585211654275
54179,237,8034,505C,BORNE,70,5,25,3585211654282
54180,237,8035,505C,BORNE,70,6,25,3585211654299
54175,237,8030,505C,BORNE,41,4,25,3585211654312
54176,237,8031,505C,BORNE,41,5,25,3585211654329
54177,237,8032,505C,BORNE,41,6,25,3585211654336
54172,237,8027,505C,BORNE,20,4,25,3585211654350
54173,237,8028,505C,BORNE,20,5,25,3585211654367
54174,237,8029,505C,BORNE,20,6,25,3585211654374
54187,240,8042,505D,BORNE,70,4,25,3585211654398
54188,240,8043,505D,BORNE,70,5,25,3585211654404
54189,240,8044,505D,BORNE,70,6,25,3585211654411
54184,240,8039,505D,BORNE,41,4,25,3585211654435
54185,240,8040,505D,BORNE,41,5,25,3585211654442
54186,240,8041,505D,BORNE,41,6,25,3585211654459
54181,240,8036,505D,BORNE,20,4,25,3585211654473
54182,240,8037,505D,BORNE,20,5,25,3585211654480
54183,240,8038,505D,BORNE,20,6,25,3585211654497
55230,68,9082,542,RIO,30,1,10,3585211654510
55231,68,9083,542,RIO,30,2,10,3585211654527
55232,68,9084,542,RIO,30,3,10,3585211654534
55236,68,9088,542,RIO,60,1,10,3585211654541
55237,68,9089,542,RIO,60,2,10,3585211654558
55238,68,9090,542,RIO,60,3,10,3585211654565
55233,68,9085,542,RIO,41,1,10,3585211654572
55234,68,9086,542,RIO,41,2,10,3585211654589
55235,68,9087,542,RIO,41,3,10,3585211654596
55239,68,9091,542,RIO,92,1,10,3585211654602
55240,68,9092,542,RIO,92,2,10,3585211654619
55241,68,9093,542,RIO,92,3,10,3585211654626
55242,69,9094,544,RIO,30,1,10,3585211654633
55243,69,9095,544,RIO,30,2,10,3585211654640
55244,69,9096,544,RIO,30,3,10,3585211654657
55245,69,9097,544,RIO,41,1,10,3585211654664
55246,69,9098,544,RIO,41,2,10,3585211654671
55247,69,9099,544,RIO,41,3,10,3585211654688
55248,69,9100,544,RIO,60,1,10,3585211654695
55249,69,9101,544,RIO,60,2,10,3585211654701
55250,69,9102,544,RIO,60,3,10,3585211654718
54876,574,8729,571,GIPSY,10,1,5,3585211654725
55251,69,9103,544,RIO,92,1,10,3585211654732
55252,69,9104,544,RIO,92,2,10,3585211654749
55253,69,9105,544,RIO,92,3,10,3585211654756
54877,574,8607,571,GIPSY,92,1,5,3585211654763
54870,572,8723,569,GIPSY,10,1,10,3585211654770
54871,572,8724,569,GIPSY,10,2,10,3585211654787
54872,572,8725,569,GIPSY,10,3,10,3585211654794
54873,572,8726,569,GIPSY,92,1,10,3585211654800
54874,572,8727,569,GIPSY,92,2,10,3585211654817
54875,572,8728,569,GIPSY,92,3,10,3585211654824
57241,196,10363,101A,PRECI,60,4,25,3585211654831
57242,196,10364,101A,PRECI,60,5,25,3585211654848
57243,196,10365,101A,PRECI,60,6,25,3585211654855
57244,196,10366,101A,PRECI,96,4,25,3585211654862
57245,196,10367,101A,PRECI,96,5,25,3585211654879
57246,196,10368,101A,PRECI,96,6,25,3585211654886
57247,196,10369,101A,PRECI,7112,4,25,3585211654893
57248,196,10370,101A,PRECI,7112,5,25,3585211654909
57249,196,10371,101A,PRECI,7112,6,25,3585211654916
57250,227,10372,101B,PRECI,60,4,25,3585211654923
57251,227,10373,101B,PRECI,60,5,25,3585211654930
57252,227,10374,101B,PRECI,60,6,25,3585211654947
57253,227,10375,101B,PRECI,96,4,25,3585211654961
57254,227,10376,101B,PRECI,96,5,25,3585211654978
57255,227,10377,101B,PRECI,96,6,25,3585211654985
57256,227,10378,101B,PRECI,7112,4,25,3585211655005
57257,227,10379,101B,PRECI,7112,5,25,3585211655012
57258,227,10380,101B,PRECI,7112,6,25,3585211655029
56401,198,748,100B,HERBI,96,4,25,3585211655043
56402,198,748,100B,HERBI,96,5,25,3585211655050
56403,198,748,100B,HERBI,96,6,25,3585211655067
56404,198,748,100B,HERBI,96,7,25,3585211655074
56409,212,748,100C,HERBI,96,4,25,3585211655081
56410,212,748,100C,HERBI,96,5,25,3585211655098
56411,212,748,100C,HERBI,96,6,25,3585211655104
56412,212,748,100C,HERBI,96,7,25,3585211655111
57259,228,10381,101C,PRECI,60,4,25,3585211655128
57260,228,10382,101C,PRECI,60,5,25,3585211655135
57261,228,10383,101C,PRECI,60,6,25,3585211655142
57268,229,10390,101D,PRECI,60,4,25,3585211655166
57269,229,10391,101D,PRECI,60,5,25,3585211655173
57270,229,10392,101D,PRECI,60,6,25,3585211655180
57262,228,10384,101C,PRECI,96,4,25,3585211655203
57263,228,10385,101C,PRECI,96,5,25,3585211655210
57264,228,10386,101C,PRECI,96,6,25,3585211655227
57265,228,10387,101C,PRECI,7112,4,25,3585211655241
57266,228,10388,101C,PRECI,7112,5,25,3585211655258
57267,228,10389,101C,PRECI,7112,6,25,3585211655265
57271,229,10393,101D,PRECI,96,4,25,3585211655289
57272,229,10394,101D,PRECI,96,5,25,3585211655296
57273,229,10395,101D,PRECI,96,6,25,3585211655302
57274,229,10396,101D,PRECI,7112,4,25,3585211655326
57275,229,10397,101D,PRECI,7112,5,25,3585211655333
57276,229,10398,101D,PRECI,7112,6,25,3585211655340
57277,180,10399,105A,PRECI,60,3,25,3585211655364
57278,180,10400,105A,PRECI,60,4,25,3585211655371
57279,180,10401,105A,PRECI,60,5,25,3585211655388
57280,180,10402,105A,PRECI,60,6,25,3585211655395
57281,180,10403,105A,PRECI,96,3,25,3585211655401
57282,180,10404,105A,PRECI,96,4,25,3585211655418
57283,180,10405,105A,PRECI,96,5,25,3585211655425
57284,180,10406,105A,PRECI,96,6,25,3585211655432
56417,213,748,100D,HERBI,96,4,25,3585211655449
56418,213,748,100D,HERBI,96,5,25,3585211655456
56419,213,748,100D,HERBI,96,6,25,3585211655463
56420,213,748,100D,HERBI,96,7,25,3585211655470
57285,180,10407,105A,PRECI,7112,3,25,3585211655487
57286,180,10408,105A,PRECI,7112,4,25,3585211655494
57287,180,10409,105A,PRECI,7112,5,25,3585211655500
57288,180,10410,105A,PRECI,7112,6,25,3585211655517
56425,255,748,100E,HERBI,96,4,25,3585211655524
56426,255,748,100E,HERBI,96,5,25,3585211655531
56427,255,748,100E,HERBI,96,6,25,3585211655548
56428,255,748,100E,HERBI,96,7,25,3585211655555
56432,180,748,105A,HERBI,96,4,25,3585211655579
56433,180,748,105A,HERBI,96,5,25,3585211655586
56434,180,748,105A,HERBI,96,6,25,3585211655593
56438,179,748,105B,HERBI,96,4,25,3585211655609
56439,179,748,105B,HERBI,96,5,25,3585211655616
56440,179,748,105B,HERBI,96,6,25,3585211655623
57289,179,10411,105B,PRECI,60,4,25,3585211655630
57290,179,10412,105B,PRECI,60,5,25,3585211655647
57291,179,10413,105B,PRECI,60,6,25,3585211655654
56445,175,748,106A,HERBI,96,3,25,3585211655661
56446,175,748,106A,HERBI,96,4,25,3585211655678
56447,175,748,106A,HERBI,96,5,25,3585211655685
56448,175,748,106A,HERBI,96,6,25,3585211655692
57292,179,10414,105B,PRECI,96,4,25,3585211655708
57293,179,10415,105B,PRECI,96,5,25,3585211655715
57294,179,10416,105B,PRECI,96,6,25,3585211655722
57295,179,10417,105B,PRECI,7112,4,25,3585211655739
57296,179,10418,105B,PRECI,7112,5,25,3585211655746
57297,179,10419,105B,PRECI,7112,6,25,3585211655753
57298,231,10420,105C,PRECI,60,4,25,3585211655760
57299,231,10421,105C,PRECI,60,5,25,3585211655777
57300,231,10422,105C,PRECI,60,6,25,3585211655784
57301,231,10423,105C,PRECI,96,4,25,3585211655791
57302,231,10424,105C,PRECI,96,5,25,3585211655807
57303,231,10425,105C,PRECI,96,6,25,3585211655814
56453,176,748,106B,HERBI,96,4,25,3585211655821
56454,176,748,106B,HERBI,96,5,25,3585211655838
56455,176,748,106B,HERBI,96,6,25,3585211655845
56456,176,748,106B,HERBI,96,7,25,3585211655852
57304,231,10426,105C,PRECI,7112,4,25,3585211655869
57305,231,10427,105C,PRECI,7112,5,25,3585211655876
57306,231,10428,105C,PRECI,7112,6,25,3585211655883
56461,222,748,106C,HERBI,96,4,25,3585211655890
56462,222,748,106C,HERBI,96,5,25,3585211655906
56463,222,748,106C,HERBI,96,6,25,3585211655913
56464,222,748,106C,HERBI,96,7,25,3585211655920
56471,90,748,120,HERBI,96,2,3,3585211655937
56472,90,748,120,HERBI,96,3,3,3585211655944
56473,90,748,120,HERBI,96,4,3,3585211655951
56474,90,748,120,HERBI,96,5,3,3585211655968
56475,90,748,120,HERBI,96,6,3,3585211655975
56476,90,748,120,HERBI,96,7,3,3585211655982
56481,19,748,122,HERBI,96,1,10,3585211655999
56482,19,748,122,HERBI,96,2,10,3585211656002
56483,19,748,122,HERBI,96,3,10,3585211656019
56484,19,748,122,HERBI,96,4,10,3585211656026
56489,20,748,124,HERBI,96,1,10,3585211656033
56490,20,748,124,HERBI,96,2,10,3585211656040
56491,20,748,124,HERBI,96,3,10,3585211656057
56492,20,748,124,HERBI,96,4,10,3585211656064
56497,97,748,140,HERBI,96,1,10,3585211656071
56498,97,748,140,HERBI,96,2,10,3585211656088
56499,97,748,140,HERBI,96,3,10,3585211656095
56500,97,748,140,HERBI,96,4,10,3585211656101
57308,155,10430,119,PRECI,60,3,3,3585211656118
57309,155,10431,119,PRECI,60,4,3,3585211656125
57310,155,10432,119,PRECI,60,5,3,3585211656132
57311,155,10433,119,PRECI,60,6,3,3585211656149
56505,24,748,141,HERBI,96,1,10,3585211656156
56506,24,748,141,HERBI,96,2,10,3585211656163
56507,24,748,141,HERBI,96,3,10,3585211656170
56508,24,748,141,HERBI,96,4,10,3585211656187
57313,155,10435,119,PRECI,96,3,3,3585211656194
57314,155,10436,119,PRECI,96,4,3,3585211656200
57315,155,10437,119,PRECI,96,5,3,3585211656217
57316,155,10438,119,PRECI,96,6,3,3585211656224
57318,155,10440,119,PRECI,7112,3,3,3585211656231
57319,155,10441,119,PRECI,7112,4,3,3585211656248
57320,155,10442,119,PRECI,7112,5,3,3585211656255
57321,155,10443,119,PRECI,7112,6,3,3585211656262
57322,96,10444,121,PRECI,60,2,3,3585211656279
57323,96,10445,121,PRECI,60,3,3,3585211656286
57324,96,10446,121,PRECI,60,4,3,3585211656293
57325,96,10447,121,PRECI,60,5,3,3585211656309
57326,96,10448,121,PRECI,60,6,3,3585211656316
57327,96,10449,121,PRECI,60,7,3,3585211656323
57328,96,10450,121,PRECI,96,2,3,3585211656330
57329,96,10451,121,PRECI,96,3,3,3585211656347
57330,96,10452,121,PRECI,96,4,3,3585211656354
57331,96,10453,121,PRECI,96,5,3,3585211656361
57332,96,10454,121,PRECI,96,6,3,3585211656378
57333,96,10455,121,PRECI,96,7,3,3585211656385
57334,96,10456,121,PRECI,7112,2,3,3585211656392
57335,96,10457,121,PRECI,7112,3,3,3585211656408
57336,96,10458,121,PRECI,7112,4,3,3585211656415
57337,96,10459,121,PRECI,7112,5,3,3585211656422
57338,96,10460,121,PRECI,7112,6,3,3585211656439
57339,96,10461,121,PRECI,7112,7,3,3585211656446
57340,20,10462,124,PRECI,60,1,10,3585211656453
57341,20,10463,124,PRECI,60,2,10,3585211656460
57342,20,10464,124,PRECI,60,3,10,3585211656477
57343,20,10465,124,PRECI,60,4,10,3585211656484
57344,20,10466,124,PRECI,96,1,10,3585211656491
57345,20,10467,124,PRECI,96,2,10,3585211656507
57346,20,10468,124,PRECI,96,3,10,3585211656514
57347,20,10469,124,PRECI,96,4,10,3585211656521
57348,20,10470,124,PRECI,7112,1,10,3585211656538
57349,20,10471,124,PRECI,7112,2,10,3585211656545
57350,20,10472,124,PRECI,7112,3,10,3585211656552
57351,20,10473,124,PRECI,7112,4,10,3585211656569
57352,483,10474,134,PRECI,60,1,10,3585211656576
57353,483,10475,134,PRECI,60,2,10,3585211656583
57354,483,10476,134,PRECI,60,3,10,3585211656590
57355,483,10477,134,PRECI,60,4,10,3585211656606
57356,483,10478,134,PRECI,96,1,10,3585211656613
57357,483,10479,134,PRECI,96,2,10,3585211656620
57358,483,10480,134,PRECI,96,3,10,3585211656637
57359,483,10481,134,PRECI,96,4,10,3585211656644
57360,483,10482,134,PRECI,7112,1,10,3585211656651
57361,483,10483,134,PRECI,7112,2,10,3585211656668
57362,483,10484,134,PRECI,7112,3,10,3585211656675
57363,483,10485,134,PRECI,7112,4,10,3585211656682
57364,97,10486,140,PRECI,60,1,10,3585211656699
57365,97,10487,140,PRECI,60,2,10,3585211656705
57366,97,10488,140,PRECI,60,3,10,3585211656712
57367,97,10489,140,PRECI,60,4,10,3585211656729
57368,97,10490,140,PRECI,96,1,10,3585211656736
57369,97,10491,140,PRECI,96,2,10,3585211656743
57370,97,10492,140,PRECI,96,3,10,3585211656750
57371,97,10493,140,PRECI,96,4,10,3585211656767
57372,97,10494,140,PRECI,7112,1,10,3585211656774
57373,97,10495,140,PRECI,7112,2,10,3585211656781
57374,97,10496,140,PRECI,7112,3,10,3585211656798
57375,97,10497,140,PRECI,7112,4,10,3585211656804
57376,24,10498,141,PRECI,60,1,10,3585211656811
57377,24,10499,141,PRECI,60,2,10,3585211656828
57378,24,10500,141,PRECI,60,3,10,3585211656835
57379,24,10501,141,PRECI,60,4,10,3585211656842
51003,10,6484,PLV,VITRP,13,1,5,3585211656859
57380,24,10502,141,PRECI,96,1,10,3585211656866
57381,24,10503,141,PRECI,96,2,10,3585211656873
57382,24,10504,141,PRECI,96,3,10,3585211656880
57383,24,10505,141,PRECI,96,4,10,3585211656897
57384,24,10506,141,PRECI,7112,1,10,3585211656903
57385,24,10507,141,PRECI,7112,2,10,3585211656910
57386,24,10508,141,PRECI,7112,3,10,3585211656927
57387,24,10509,141,PRECI,7112,4,10,3585211656934
57618,196,10616,101A,VIREV,67,4,25,3585211656958
57619,196,10617,101A,VIREV,67,5,25,3585211656965
57620,196,10618,101A,VIREV,67,6,25,3585211656972
57612,196,10610,101A,VIREV,11,4,25,3585211656996
57613,196,10611,101A,VIREV,11,5,25,3585211657009
57614,196,10612,101A,VIREV,11,6,25,3585211657016
57615,196,10613,101A,VIREV,47,4,25,3585211657030
57616,196,10614,101A,VIREV,47,5,25,3585211657047
57617,196,10615,101A,VIREV,47,6,25,3585211657054
57621,196,10619,101A,VIREV,7112,4,25,3585211657078
57622,196,10620,101A,VIREV,7112,5,25,3585211657085
57623,196,10621,101A,VIREV,7112,6,25,3585211657092
57632,227,10630,101B,VIREV,67,4,25,3585211657108
57633,227,10631,101B,VIREV,67,5,25,3585211657115
57634,227,10632,101B,VIREV,67,6,25,3585211657122
57635,227,10633,101B,VIREV,67,7,25,3585211657139
57624,227,10622,101B,VIREV,11,4,25,3585211657146
57625,227,10623,101B,VIREV,11,5,25,3585211657153
57626,227,10624,101B,VIREV,11,6,25,3585211657160
57627,227,10625,101B,VIREV,11,7,25,3585211657177
57628,227,10626,101B,VIREV,47,4,25,3585211657184
57629,227,10627,101B,VIREV,47,5,25,3585211657191
57630,227,10628,101B,VIREV,47,6,25,3585211657207
57631,227,10629,101B,VIREV,47,7,25,3585211657214
57636,227,10634,101B,VIREV,7112,4,25,3585211657221
57637,227,10635,101B,VIREV,7112,5,25,3585211657238
57638,227,10636,101B,VIREV,7112,6,25,3585211657245
57639,227,10637,101B,VIREV,7112,7,25,3585211657252
57648,228,10646,101C,VIREV,67,4,25,3585211657269
57649,228,10647,101C,VIREV,67,5,25,3585211657276
57650,228,10648,101C,VIREV,67,6,25,3585211657283
57651,228,10649,101C,VIREV,67,7,25,3585211657290
57640,228,10638,101C,VIREV,11,4,25,3585211657306
57641,228,10639,101C,VIREV,11,5,25,3585211657313
57642,228,10640,101C,VIREV,11,6,25,3585211657320
57643,228,10641,101C,VIREV,11,7,25,3585211657337
57644,228,10642,101C,VIREV,47,4,25,3585211657344
57645,228,10643,101C,VIREV,47,5,25,3585211657351
57646,228,10644,101C,VIREV,47,6,25,3585211657368
57647,228,10645,101C,VIREV,47,7,25,3585211657375
57652,228,10650,101C,VIREV,7112,4,25,3585211657382
57653,228,10651,101C,VIREV,7112,5,25,3585211657399
57654,228,10652,101C,VIREV,7112,6,25,3585211657405
57655,228,10653,101C,VIREV,7112,7,25,3585211657412
57664,229,10662,101D,VIREV,67,4,25,3585211657429
57665,229,10663,101D,VIREV,67,5,25,3585211657436
57666,229,10664,101D,VIREV,67,6,25,3585211657443
57667,229,10665,101D,VIREV,67,7,25,3585211657450
57656,229,10654,101D,VIREV,11,4,25,3585211657467
57657,229,10655,101D,VIREV,11,5,25,3585211657474
57658,229,10656,101D,VIREV,11,6,25,3585211657481
57659,229,10657,101D,VIREV,11,7,25,3585211657498
57660,229,10658,101D,VIREV,47,4,25,3585211657504
57661,229,10659,101D,VIREV,47,5,25,3585211657511
57662,229,10660,101D,VIREV,47,6,25,3585211657528
57663,229,10661,101D,VIREV,47,7,25,3585211657535
57668,229,10666,101D,VIREV,7112,4,25,3585211657542
57669,229,10667,101D,VIREV,7112,5,25,3585211657559
57670,229,10668,101D,VIREV,7112,6,25,3585211657566
57671,229,10669,101D,VIREV,7112,7,25,3585211657573
57556,198,10554,100B,VIREV,67,4,25,3585211657580
57557,198,10555,100B,VIREV,67,5,25,3585211657597
57558,198,10556,100B,VIREV,67,6,25,3585211657603
57559,198,10557,100B,VIREV,67,7,25,3585211657610
57548,198,10546,100B,VIREV,11,4,25,3585211657627
57549,198,10547,100B,VIREV,11,5,25,3585211657634
57550,198,10548,100B,VIREV,11,6,25,3585211657641
57551,198,10549,100B,VIREV,11,7,25,3585211657658
57552,198,10550,100B,VIREV,47,4,25,3585211657665
57553,198,10551,100B,VIREV,47,5,25,3585211657672
57554,198,10552,100B,VIREV,47,6,25,3585211657689
57555,198,10553,100B,VIREV,47,7,25,3585211657696
57560,198,10558,100B,VIREV,7112,4,25,3585211657702
57561,198,10559,100B,VIREV,7112,5,25,3585211657719
57562,198,10560,100B,VIREV,7112,6,25,3585211657726
57563,198,10561,100B,VIREV,7112,7,25,3585211657733
57572,212,10570,100C,VIREV,67,4,25,3585211657740
57573,212,10571,100C,VIREV,67,5,25,3585211657757
57574,212,10572,100C,VIREV,67,6,25,3585211657764
57575,212,10573,100C,VIREV,67,7,25,3585211657771
57564,212,10562,100C,VIREV,11,4,25,3585211657788
57565,212,10563,100C,VIREV,11,5,25,3585211657795
57566,212,10564,100C,VIREV,11,6,25,3585211657801
57567,212,10565,100C,VIREV,11,7,25,3585211657818
57568,212,10566,100C,VIREV,47,4,25,3585211657825
57569,212,10567,100C,VIREV,47,5,25,3585211657832
57570,212,10568,100C,VIREV,47,6,25,3585211657849
57571,212,10569,100C,VIREV,47,7,25,3585211657856
57576,212,10574,100C,VIREV,7112,4,25,3585211657863
57577,212,10575,100C,VIREV,7112,5,25,3585211657870
57578,212,10576,100C,VIREV,7112,6,25,3585211657887
57579,212,10577,100C,VIREV,7112,7,25,3585211657894
57588,213,10586,100D,VIREV,67,4,25,3585211657900
57589,213,10587,100D,VIREV,67,5,25,3585211657917
57590,213,10588,100D,VIREV,67,6,25,3585211657924
57591,213,10589,100D,VIREV,67,7,25,3585211657931
57580,213,10578,100D,VIREV,11,4,25,3585211657948
57581,213,10579,100D,VIREV,11,5,25,3585211657955
57582,213,10580,100D,VIREV,11,6,25,3585211657962
57583,213,10581,100D,VIREV,11,7,25,3585211657979
57584,213,10582,100D,VIREV,47,4,25,3585211657986
57585,213,10583,100D,VIREV,47,5,25,3585211657993
57586,213,10584,100D,VIREV,47,6,25,3585211658006
57587,213,10585,100D,VIREV,47,7,25,3585211658013
57592,213,10590,100D,VIREV,7112,4,25,3585211658020
57593,213,10591,100D,VIREV,7112,5,25,3585211658037
57594,213,10592,100D,VIREV,7112,6,25,3585211658044
57595,213,10593,100D,VIREV,7112,7,25,3585211658051
57604,255,10602,100E,VIREV,67,4,25,3585211658068
57605,255,10603,100E,VIREV,67,5,25,3585211658075
57606,255,10604,100E,VIREV,67,6,25,3585211658082
57607,255,10605,100E,VIREV,67,7,25,3585211658099
57596,255,10594,100E,VIREV,11,4,25,3585211658105
57597,255,10595,100E,VIREV,11,5,25,3585211658112
57598,255,10596,100E,VIREV,11,6,25,3585211658129
57599,255,10597,100E,VIREV,11,7,25,3585211658136
57600,255,10598,100E,VIREV,47,4,25,3585211658143
57601,255,10599,100E,VIREV,47,5,25,3585211658150
57602,255,10600,100E,VIREV,47,6,25,3585211658167
57603,255,10601,100E,VIREV,47,7,25,3585211658174
57608,255,10606,100E,VIREV,7112,4,25,3585211658181
57609,255,10607,100E,VIREV,7112,5,25,3585211658198
57610,255,10608,100E,VIREV,7112,6,25,3585211658204
57611,255,10609,100E,VIREV,7112,7,25,3585211658211
57728,180,10726,105A,VIREV,67,3,25,3585211658228
57729,180,10727,105A,VIREV,67,4,25,3585211658235
57730,180,10728,105A,VIREV,67,5,25,3585211658242
57731,180,10729,105A,VIREV,67,6,25,3585211658259
57720,180,10718,105A,VIREV,11,3,25,3585211658266
57721,180,10719,105A,VIREV,11,4,25,3585211658273
57722,180,10720,105A,VIREV,11,5,25,3585211658280
57723,180,10721,105A,VIREV,11,6,25,3585211658297
57724,180,10722,105A,VIREV,47,3,25,3585211658303
57725,180,10723,105A,VIREV,47,4,25,3585211658310
57726,180,10724,105A,VIREV,47,5,25,3585211658327
57727,180,10725,105A,VIREV,47,6,25,3585211658334
57732,180,10730,105A,VIREV,7112,3,25,3585211658341
57733,180,10731,105A,VIREV,7112,4,25,3585211658358
57734,180,10732,105A,VIREV,7112,5,25,3585211658365
57735,180,10733,105A,VIREV,7112,6,25,3585211658372
57742,179,10740,105B,VIREV,67,4,25,3585211658389
57743,179,10741,105B,VIREV,67,5,25,3585211658396
57744,179,10742,105B,VIREV,67,6,25,3585211658402
57736,179,10734,105B,VIREV,11,4,25,3585211658419
57737,179,10735,105B,VIREV,11,5,25,3585211658426
57738,179,10736,105B,VIREV,11,6,25,3585211658433
57739,179,10737,105B,VIREV,47,4,25,3585211658440
57740,179,10738,105B,VIREV,47,5,25,3585211658457
57741,179,10739,105B,VIREV,47,6,25,3585211658464
57745,179,10743,105B,VIREV,7112,4,25,3585211658471
57746,179,10744,105B,VIREV,7112,5,25,3585211658488
57747,179,10745,105B,VIREV,7112,6,25,3585211658495
56761,32,9883,248,INTRI,41,2,3,3585211658556
56762,32,9884,248,INTRI,41,3,3,3585211658563
56763,32,9885,248,INTRI,41,4,3,3585211658570
56764,32,9886,248,INTRI,41,5,3,3585211658587
56765,32,9887,248,INTRI,41,6,3,3585211658594
57754,231,10752,105C,VIREV,67,4,25,3585211658600
57755,231,10753,105C,VIREV,67,5,25,3585211658617
57756,231,10754,105C,VIREV,67,6,25,3585211658624
57748,231,10746,105C,VIREV,11,4,25,3585211658631
57749,231,10747,105C,VIREV,11,5,25,3585211658648
57750,231,10748,105C,VIREV,11,6,25,3585211658655
57751,231,10749,105C,VIREV,47,4,25,3585211658662
57752,231,10750,105C,VIREV,47,5,25,3585211658679
57753,231,10751,105C,VIREV,47,6,25,3585211658686
57757,231,10755,105C,VIREV,7112,4,25,3585211658693
57758,231,10756,105C,VIREV,7112,5,25,3585211658709
57759,231,10757,105C,VIREV,7112,6,25,3585211658716
57680,177,10678,102A,VIREV,67,3,25,3585211658723
57681,177,10679,102A,VIREV,67,4,25,3585211658730
57682,177,10680,102A,VIREV,67,5,25,3585211658747
57683,177,10681,102A,VIREV,67,6,25,3585211658754
57672,177,10670,102A,VIREV,11,3,25,3585211658761
57673,177,10671,102A,VIREV,11,4,25,3585211658778
57674,177,10672,102A,VIREV,11,5,25,3585211658785
57675,177,10673,102A,VIREV,11,6,25,3585211658792
57676,177,10674,102A,VIREV,47,3,25,3585211658808
57677,177,10675,102A,VIREV,47,4,25,3585211658815
57678,177,10676,102A,VIREV,47,5,25,3585211658822
57679,177,10677,102A,VIREV,47,6,25,3585211658839
57684,177,10682,102A,VIREV,7112,3,25,3585211658846
57685,177,10683,102A,VIREV,7112,4,25,3585211658853
57686,177,10684,102A,VIREV,7112,5,25,3585211658860
57687,177,10685,102A,VIREV,7112,6,25,3585211658877
57696,178,10694,102B,VIREV,67,4,25,3585211658884
57697,178,10695,102B,VIREV,67,5,25,3585211658891
57698,178,10696,102B,VIREV,67,6,25,3585211658907
57699,178,10697,102B,VIREV,67,7,25,3585211658914
57688,178,10686,102B,VIREV,11,4,25,3585211658921
57689,178,10687,102B,VIREV,11,5,25,3585211658938
57690,178,10688,102B,VIREV,11,6,25,3585211658945
57691,178,10689,102B,VIREV,11,7,25,3585211658952
57692,178,10690,102B,VIREV,47,4,25,3585211658969
57693,178,10691,102B,VIREV,47,5,25,3585211658976
57694,178,10692,102B,VIREV,47,6,25,3585211658983
57695,178,10693,102B,VIREV,47,7,25,3585211658990
57700,178,10698,102B,VIREV,7112,4,25,3585211659003
57701,178,10699,102B,VIREV,7112,5,25,3585211659010
57702,178,10700,102B,VIREV,7112,6,25,3585211659027
57703,178,10701,102B,VIREV,7112,7,25,3585211659034
56766,32,9888,248,INTRI,47,2,3,3585211659041
56767,32,9889,248,INTRI,47,3,3,3585211659058
56768,32,9890,248,INTRI,47,4,3,3585211659065
56769,32,9891,248,INTRI,47,5,3,3585211659072
56770,32,9892,248,INTRI,47,6,3,3585211659089
57712,226,10710,102C,VIREV,67,4,25,3585211659096
57713,226,10711,102C,VIREV,67,5,25,3585211659102
57714,226,10712,102C,VIREV,67,6,25,3585211659119
57715,226,10713,102C,VIREV,67,7,25,3585211659126
57704,226,10702,102C,VIREV,11,4,25,3585211659133
57705,226,10703,102C,VIREV,11,5,25,3585211659140
57706,226,10704,102C,VIREV,11,6,25,3585211659157
57707,226,10705,102C,VIREV,11,7,25,3585211659164
57708,226,10706,102C,VIREV,47,4,25,3585211659171
57709,226,10707,102C,VIREV,47,5,25,3585211659188
57710,226,10708,102C,VIREV,47,6,25,3585211659195
57711,226,10709,102C,VIREV,47,7,25,3585211659201
57716,226,10714,102C,VIREV,7112,4,25,3585211659218
57717,226,10715,102C,VIREV,7112,5,25,3585211659225
57718,226,10716,102C,VIREV,7112,6,25,3585211659232
57719,226,10717,102C,VIREV,7112,7,25,3585211659249
56771,32,9893,248,INTRI,96,2,3,3585211659256
56772,32,9894,248,INTRI,96,3,3,3585211659263
56773,32,9895,248,INTRI,96,4,3,3585211659270
56774,32,9896,248,INTRI,96,5,3,3585211659287
56775,32,9897,248,INTRI,96,6,3,3585211659294
57792,19,10790,122,VIREV,67,1,10,3585211659300
57793,19,10791,122,VIREV,67,2,10,3585211659317
57794,19,10792,122,VIREV,67,3,10,3585211659324
57795,19,10793,122,VIREV,67,4,10,3585211659331
57784,19,10782,122,VIREV,11,1,10,3585211659348
57785,19,10783,122,VIREV,11,2,10,3585211659355
57786,19,10784,122,VIREV,11,3,10,3585211659362
57787,19,10785,122,VIREV,11,4,10,3585211659379
57788,19,10786,122,VIREV,47,1,10,3585211659386
57789,19,10787,122,VIREV,47,2,10,3585211659393
57790,19,10788,122,VIREV,47,3,10,3585211659409
57791,19,10789,122,VIREV,47,4,10,3585211659416
57796,19,10794,122,VIREV,7112,1,10,3585211659423
57797,19,10795,122,VIREV,7112,2,10,3585211659430
57798,19,10796,122,VIREV,7112,3,10,3585211659447
57799,19,10797,122,VIREV,7112,4,10,3585211659454
57808,20,10806,124,VIREV,67,1,10,3585211659461
57809,20,10807,124,VIREV,67,2,10,3585211659478
57810,20,10808,124,VIREV,67,3,10,3585211659485
57811,20,10809,124,VIREV,67,4,10,3585211659492
57800,20,10798,124,VIREV,11,1,10,3585211659508
57801,20,10799,124,VIREV,11,2,10,3585211659515
57802,20,10800,124,VIREV,11,3,10,3585211659522
57803,20,10801,124,VIREV,11,4,10,3585211659539
